image_a,image_b,label,transformation,pair_type,clip_score,cnn_score,final_score,prediction,correct
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0096_138359.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0097_98268_brightness.jpg,not_plagiarized,brightness,negative,0.493997,0.238609,0.264148,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0097_98268.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0097_98268_brightness.jpg,plagiarized,brightness,positive,0.992593,0.988405,0.988824,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0097_98268.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0098_122351_brightness.jpg,not_plagiarized,brightness,negative,0.500148,0.252328,0.277110,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0098_122351.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0098_122351_brightness.jpg,plagiarized,brightness,positive,0.986355,0.981709,0.982173,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0098_122351.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0099_126769_brightness.jpg,not_plagiarized,brightness,negative,0.654962,0.167180,0.215958,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0099_126769.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0099_126769_brightness.jpg,plagiarized,brightness,positive,0.989192,0.978089,0.979199,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0099_126769.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0100_135661_brightness.jpg,not_plagiarized,brightness,negative,0.610803,0.193773,0.235476,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0100_135661.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0100_135661_brightness.jpg,plagiarized,brightness,positive,0.983083,0.959638,0.961982,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0100_135661.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0101_135214_brightness.jpg,not_plagiarized,brightness,negative,0.687116,0.359189,0.391982,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0101_135214.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0101_135214_brightness.jpg,plagiarized,brightness,positive,0.988418,0.982139,0.982766,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0101_135214.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0102_97155_brightness.jpg,not_plagiarized,brightness,negative,0.568141,0.207586,0.243641,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0102_97155.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0102_97155_brightness.jpg,plagiarized,brightness,positive,0.987310,0.979096,0.979918,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0102_97155.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0103_134072_brightness.jpg,not_plagiarized,brightness,negative,0.548734,0.099339,0.144279,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0103_134072.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0103_134072_brightness.jpg,plagiarized,brightness,positive,0.992942,0.988327,0.988789,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0103_134072.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0104_124089_brightness.jpg,not_plagiarized,brightness,negative,0.553322,0.105940,0.150679,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0104_124089.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0104_124089_brightness.jpg,plagiarized,brightness,positive,0.988071,0.987716,0.987751,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0104_124089.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0105_136510_brightness.jpg,not_plagiarized,brightness,negative,0.429152,0.109333,0.141315,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0105_136510.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0105_136510_brightness.jpg,plagiarized,brightness,positive,0.988649,0.975944,0.977214,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0105_136510.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0106_155783_brightness.jpg,not_plagiarized,brightness,negative,0.513929,0.131656,0.169883,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0106_155783.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0106_155783_brightness.jpg,plagiarized,brightness,positive,0.987457,0.991594,0.991180,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0106_155783.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0107_136911_brightness.jpg,not_plagiarized,brightness,negative,0.513138,0.221250,0.250439,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0107_136911.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0107_136911_brightness.jpg,plagiarized,brightness,positive,0.984514,0.985667,0.985552,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0107_136911.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0108_147017_brightness.jpg,not_plagiarized,brightness,negative,0.694387,0.344111,0.379138,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0108_147017.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0108_147017_brightness.jpg,plagiarized,brightness,positive,0.991925,0.974910,0.976611,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0108_147017.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0109_143602_brightness.jpg,not_plagiarized,brightness,negative,0.871541,0.574512,0.604215,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0109_143602.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0109_143602_brightness.jpg,plagiarized,brightness,positive,0.992726,0.985833,0.986523,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0109_143602.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0110_135539_brightness.jpg,not_plagiarized,brightness,negative,0.619244,0.102108,0.153821,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0110_135539.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0110_135539_brightness.jpg,plagiarized,brightness,positive,0.987991,0.989974,0.989776,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0110_135539.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0111_149768_brightness.jpg,not_plagiarized,brightness,negative,0.576195,0.312554,0.338918,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0111_149768.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0111_149768_brightness.jpg,plagiarized,brightness,positive,0.993577,0.962428,0.965543,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0111_149768.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0112_156112_brightness.jpg,not_plagiarized,brightness,negative,0.508850,0.184135,0.216607,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0112_156112.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0112_156112_brightness.jpg,plagiarized,brightness,positive,0.981920,0.984865,0.984571,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0112_156112.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0113_111811_brightness.jpg,not_plagiarized,brightness,negative,0.691522,0.370656,0.402743,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0113_111811.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0113_111811_brightness.jpg,plagiarized,brightness,positive,0.990484,0.979317,0.980433,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0113_111811.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0114_155665_brightness.jpg,not_plagiarized,brightness,negative,0.709000,0.313731,0.353258,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0114_155665.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0114_155665_brightness.jpg,plagiarized,brightness,positive,0.991113,0.985502,0.986063,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0114_155665.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0115_122338_brightness.jpg,not_plagiarized,brightness,negative,0.588678,0.122914,0.169491,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0115_122338.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0115_122338_brightness.jpg,plagiarized,brightness,positive,0.974729,0.980859,0.980246,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0115_122338.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0116_123985_brightness.jpg,not_plagiarized,brightness,negative,0.573422,0.090503,0.138794,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0116_123985.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0116_123985_brightness.jpg,plagiarized,brightness,positive,0.984940,0.988244,0.987914,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0116_123985.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0117_149665_brightness.jpg,not_plagiarized,brightness,negative,0.593997,0.091465,0.141718,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0117_149665.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0117_149665_brightness.jpg,plagiarized,brightness,positive,0.988629,0.983033,0.983593,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0117_149665.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0118_171296_brightness.jpg,not_plagiarized,brightness,negative,0.737174,0.337483,0.377452,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0118_171296.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0118_171296_brightness.jpg,plagiarized,brightness,positive,0.988873,0.967356,0.969508,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0118_171296.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0119_148753_brightness.jpg,not_plagiarized,brightness,negative,0.638970,0.266639,0.303872,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0119_148753.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0119_148753_brightness.jpg,plagiarized,brightness,positive,0.985237,0.957301,0.960095,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0119_148753.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0120_106841_brightness.jpg,not_plagiarized,brightness,negative,0.595042,0.205643,0.244583,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0120_106841.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0120_106841_brightness.jpg,plagiarized,brightness,positive,0.987432,0.985561,0.985748,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0120_106841.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0121_135920_brightness.jpg,not_plagiarized,brightness,negative,0.729712,0.330548,0.370464,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0121_135920.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0121_135920_brightness.jpg,plagiarized,brightness,positive,0.986406,0.979422,0.980121,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0121_135920.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0122_128392_brightness.jpg,not_plagiarized,brightness,negative,0.535341,0.067339,0.114139,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0122_128392.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0122_128392_brightness.jpg,plagiarized,brightness,positive,0.987522,0.982526,0.983025,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0122_128392.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0123_128842_brightness.jpg,not_plagiarized,brightness,negative,0.617881,0.148010,0.194997,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0123_128842.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0123_128842_brightness.jpg,plagiarized,brightness,positive,0.986523,0.985102,0.985244,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0123_128842.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0124_98823_brightness.jpg,not_plagiarized,brightness,negative,0.624732,0.289469,0.322995,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0124_98823.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0124_98823_brightness.jpg,plagiarized,brightness,positive,0.983391,0.988991,0.988431,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0124_98823.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0125_147938_brightness.jpg,not_plagiarized,brightness,negative,0.576783,0.143831,0.187126,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0125_147938.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0125_147938_brightness.jpg,plagiarized,brightness,positive,0.992332,0.993873,0.993719,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0125_147938.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\brightness\cma_0126_153603_brightness.jpg,not_plagiarized,brightness,negative,0.616892,0.134831,0.183037,not_plagiarized,True
